barkod,naziv_spar,marka_spar,cijena_spar,akcijska_cijena_spar,kategorija_spar,naziv_kaufland,marka_kaufland,cijena_kaufland,akcijska_cijena_kaufland,kategorija_kaufland,razlika_eur,jeftiniji,razlika_posto
3859893049019,"PIVO SAN SERVO.SVIJETLO 0,33 L",,2.28,,Pića,"San Servolo pivo svijetlo 0,33 l NB",San Servolo,2.35,,,-0.07,spar,3.1
5011053022272,BOMB.BAZOOKA JUICY DROP 57 g,Ajax,3.29,,Hrana,Juicy Drop Gummies Bomboni gum.mix 57g,Juicy Drop Gummies,3.19,,,0.1,kaufland,3.1
4005971394307,"HAVANA CLUB COLA 0,33 L",Urban,3.19,,Pića,Havana Club Rum cola mix 10% 330ml LIM,Havana Club,3.29,,,-0.1,spar,3.1
3858881086661,ČAJ FRANCK ZELENI MAXI 70 g,Franck,3.29,,Pića,Franck čaj zeleni maxi 70 g,Franck,3.19,,,0.1,kaufland,3.1
3574669908641,KUPKA J´S BABY BEDTIME 500 ml,Johnson's,8.29,,Kozmetika,Johnsons baby kupka bedtime 500ml,Johnsons,8.55,,,-0.26,spar,3.1
5011053013591,LIZ.BAZOOK.JUICY DROP POP 26 g,Bazooka,3.29,,Hrana,Juicy Drop Pop Lizalica mix 26 g,Juicy Drop Pop,3.19,,,0.1,kaufland,3.1
5011053025129,BOMB.BAZOOKA JU.EXTREME 57 g,Ajax,3.29,,Hrana,Juicy Drop Extreme Bomboni gume.mix 57g,Juicy Drop Extreme,3.19,,,0.1,kaufland,3.1
3850104250972,ŽITARICE LINO CRUNCH 225 g,Podravka,3.29,,Hrana,Lino Kuglice žitne čokolada crunch 225g,Lino,3.19,,,0.1,kaufland,3.1
3850104263149,ŽITARICE LINO CRUNCH DUO 225 g,Podravka,3.29,,Hrana,Podravka Lino crunch duo žit.kuglice225g,Podravka,3.19,,,0.1,kaufland,3.1
3830065021132,GAZ.PIĆE PEPSI MAX LIMETA 2 L,Pepsi,1.99,,Pića,Pepsi max limeta 2l PET,Pepsi,2.05,,,-0.06,spar,3.0
3830065023396,GAZIRANO PIĆE 7UP ZERO 2 L,7Up,1.99,,Pića,7 UP 2 l PET,7 Up,2.05,,,-0.06,spar,3.0
8006320037056,SPIRALA VAPE PRO.KOMARACA 10/1,VAPE,1.99,,Proizvodi za kućanstvo,Vape Spirale protiv komarac.mirisne 10/1,Vape,2.05,,,-0.06,spar,3.0
54490130,SCHWEPPES BITER LEMON 0.5 L,Schweppes,1.35,,Pića,"Schweppes bitter lemon 0,5 l PET",Schweppes,1.39,,,-0.04,spar,3.0
3856020263034,SKUŠA EVA FIL.BILJ.ULJE 100 g,Eva,3.29,,Hrana,Eva Skuša fileti u biljnom ulju 100g,Eva,3.39,,,-0.1,spar,3.0
3856020279387,ŠUMSKO VOĆE O´PLANT 300 g,O´PLANT,3.29,,Hrana,O`Plant Šumsko voće smrznuto 300 g,O`Plant,3.39,,,-0.1,spar,3.0
3858881088177,KAVA FRANCK JUBILARNA 500 g,Franck,9.99,,Pića,Franck Kava mljevena jubilarna 500g,Franck,10.29,,,-0.3,spar,3.0
9062300100959,KAŠICA HIPP PILET.POVRĆE 190 g,Hipp,1.99,,Hrana,Hipp bio piletina s rižom povrćem 190 g,Hipp,2.05,,,-0.06,spar,3.0
3830001712667,"PIVO LAŠKO LIM.4x0,5 L",Zlatorog,5.45,,Pića,"Laško Zlatorog svij. 4,9% 4x0,5 l lim",Laško Zlatorog,5.29,,,0.16,kaufland,3.0
3830065023846,GAZIRANO PIĆE MIRINDA ZERO 2 L,Mirinda,1.99,,Pića,Mirinda Piće bezalk.gaz.nara.Zero 2L PET,Mirinda,2.05,,,-0.06,spar,3.0
3830065022627,GAZIRANO PIĆE PEPSI COLA 2 L,Pepsi,1.99,,Pića,Pepsi 2 l PET,Pepsi,2.05,,,-0.06,spar,3.0
3830065020364,GAZ.PIĆE PEPSI BEZ ŠEĆERA 2 L,Pepsi,1.99,,Pića,Pepsi cola  black 2 l PET,Pepsi,2.05,,,-0.06,spar,3.0
3052911188909,"SIRUP MONIN ELDERFLOWER 0,25 L",,6.79,,Pića,"Monin sirup bazga 0,25 l",Monin,6.59,,,0.2,kaufland,3.0
87126068,"SOK SCHWEPPES TANGERINA 0,5 L",Schweppes,1.35,,Pića,"Schweppes tangerine 0,5 l PET",Schweppes,1.39,,,-0.04,spar,3.0
3859894245038,KAVA ILLY ESPRESSO MOKA 250 g,Illy,9.99,,Pića,Illy kava mljevena espresso mocca 250g,llly,10.29,,,-0.3,spar,3.0
3830054841802,"PIVO HEINEKEN 0,0% 0,33 L",Heineken,1.39,,Pića,"Heineken bez.alk pivo 0,0% 0,33 l lim",Heineken,1.35,,,0.04,kaufland,3.0
3858888597955,SIR SPORT TRAPIST ZDENKA 400 g,Zdenka,5.59,,Hrana,Zdenka Sport trapist 45%mm 400g,Zdenka,5.75,,,-0.16,spar,2.9
7622202215322,CROISSANT 7 DAY S MINI 60 g,7 Day's,1.08,,Hrana,7 Days croissant mini kakao 60g,7 Days,1.05,,,0.03,kaufland,2.9
5449000034229,GAZ.PIĆE COCA COLA 12X150 ml,Coca-Cola,6.79,,Pića,Coca Cola 12x150 ml lim,Coca Cola,6.99,,,-0.2,spar,2.9
3859892481018,"VI.KRAUT.45,3 PAR.GRAŠ.0,75 L",,6.79,,Pića,"Krauthaker par. Vino grašev. 13% 0,75 L",Krauthaker paralela,6.99,,,-0.2,spar,2.9
3859892481049,"VI.KRAUT.45,3 PAR.PINOT 0,75 L",,6.79,,Pića,"Krauthaker par. Vino Pinot sivi13% 0,75L",Krauthaker,6.99,,,-0.2,spar,2.9
5449000138156,GAZ.PIĆE COCA C.ZERO 12X150 ml,Coca-Cola,6.79,,Pića,Coca Cola Zero 12x150 ml lim,Coca Cola,6.99,,,-0.2,spar,2.9
3859892481124,"VI.KRAUT.45,3 PAR.CRNO 0,75 L",,6.79,,Pića,"Krauthaker par.Vino crv. cuvee 13% 0,75L",Krauthaker,6.99,,,-0.2,spar,2.9
4007675050008,"VODKA BLACK THREE SIXTY 0,7 L",,18.52,,Pića,"Three Sixty Vodka Black 42% 0,7L",Three Sixty,17.99,,,0.53,kaufland,2.9
3850104258978,ŽIT.LINO PILLOW.TAM.PUNJ 250 g,Podravka,3.39,,Hrana,Podravka Lino Pillows 250g tamni,Podravka,3.49,,,-0.1,spar,2.9
3850104259616,ŽIT.LINO PILLOW.BIJ.PUNJ.250 g,Podravka,3.39,,Hrana,Podravka Lino Pillows hrsk. jast. 250g,Podravka,3.49,,,-0.1,spar,2.9
90087066,SOK HAPPY DAY NARANČA 100% 1 L,Happy Day,3.49,,Pića,Happy Day naranča 100% 1 l elopak,Happy Day,3.59,,,-0.1,spar,2.9
3831070651642,TEK.SAPUN AFRODITA ARG.300 ml,Afrodita,3.49,,Kozmetika,Afrodita tekući sapun argan 300 ml,Afrodita,3.59,,,-0.1,spar,2.9
3831070663843,TEK.SAPUN AFRODITA PEAR.300 ml,Afrodita,3.49,,Kozmetika,Afrodita Sapun tekući Pearl Peach 300 ml,Afrodita,3.59,,,-0.1,spar,2.9
3831070663775,TEK.SAPUN AFRODITA SPAR.300 ml,Afrodita,3.49,,Kozmetika,Afrodita Sapun tekući Sparkling w.300ml,Afrodita,3.59,,,-0.1,spar,2.9
3859890283164,"RAKIJA PRODAN MEDICA 0,5L",,10.28,,Pića,"Medica Prodan 27,5% 0,5 l",Prodan,9.99,,,0.29,kaufland,2.9
3850104254444,ZAČIN VEGETA NATUR PODRA.300 g,Podravka,3.49,,Hrana,Vegeta natur kartonska doza 300 g,Vegeta,3.59,,,-0.1,spar,2.9
3831070650607,TEK.SAPUN GROŽ.AFRODITA 300ml,Afrodita,3.49,,Kozmetika,Afrodita tekući sapun grožđe 300ml,Afrodita,3.59,,,-0.1,spar,2.9
3858895411046,SPREJ GLADE RELAXING Z.300 ml,Glade,3.49,,Sredstva za čišćenje,Glade sprej relaxing zen 300ml,Glade,3.59,,,-0.1,spar,2.9
5000204358216,EL.APARAT RAID LAMINIRA.TABL.,Raid,10.79,,Proizvodi za kućanstvo,Raid aparat sa tabletama 1kom+10tab.,Raid,10.49,,,0.3,kaufland,2.9
5997381375641,PUDING ČOKOLADA DR.OETKER 49 g,Dr. Oetker,0.69,,Hrana,Dr.Oetker puding čokolada 49 g,Dr. Oetker,0.71,,,-0.02,spar,2.9
3859893817007,"GIN KELIRO KONOPLJA 0,7 L",,17.99,,Pića,"Keliro Hemp gin 38% 0,7 l",Keliro,17.49,,,0.5,kaufland,2.9
3859893712647,"VINO MUŠKAT ŽUTI ŠOŠKIĆ 0,75 L",,13.99,,Pića,"Šoškić Vino Muškat žuti vrhunsko 0,75L",Šoškić,13.59,,,0.4,kaufland,2.9
5997381375610,PUDING VANILIJA DR.OETKER 38 g,Dr. Oetker,0.69,,Hrana,Dr.Oetker puding vanilija 40 g,Dr. Oetker,0.71,,,-0.02,spar,2.9
9001414240830,ZAČIN PAPAR CRVENI ZRNO 25 g,Kotanyi,3.49,,Hrana,Kotanyi crveni papar zrno 25 g,Kotanyi,3.59,,,-0.1,spar,2.9
5000204625998,SPREJ GLADE ĐURĐICA 300 ml,Glade,3.49,,Sredstva za čišćenje,Glade sprej đurđica 300 ml,Glade,3.59,,,-0.1,spar,2.9
5054563205490,ZUB.P.AQUAFRESH WHI&SHI.100 ml,Aquafresh,3.59,,Kozmetika,Aquafresh Pasta zubna Whi.&Shi.3u1 100ml,Aquafresh,3.49,,,0.1,kaufland,2.9
3831070652267,SAPUN TEK.JASMIN&MAGNO.300 ml,Afrodita,3.49,,Kozmetika,Afrodita tek.sapun jasmine&magnol. 300ml,Afrodita,3.59,,,-0.1,spar,2.9
8000500003787,ROCHER T16 FERRERO 200 g,Ferrero,7.39,,Hrana,Ferrero Rocher 200 g,Ferrero Rocher,7.19,,,0.2,kaufland,2.8
3859888817258,SOL ODISEJ SITNA MORSKA 500g,Odisej,1.49,,Hrana,Pag 91 kuh sitna morska sol Odisej 500g,Pag,1.45,,,0.04,kaufland,2.8
3858895411053,GLADE SPRAY VANILIJA 300 ml,Glade,3.69,,Sredstva za čišćenje,Glade sprej vanilija 300 ml,Glade,3.59,,,0.1,kaufland,2.8
8015854140453,TRAJNI KOLAČ S KREMOM 300 g,,3.69,,Hrana,Treccia Kolač s čokoladom 300g,Gecchele,3.59,,,0.1,kaufland,2.8
3858881194151,"VINO LAGUNA TERRA ROSA 0,75 L",,7.79,,Pića,"Vina Laguna Vino kv. Terra Rossa 0,75 l",Vino Laguna,7.58,,,0.21,kaufland,2.8
7613034089984,ZAM.MLIJEKO NAN OPTIPRO2 800 g,Nan,19.89,,Hrana,Nestle Nan 2 optipro 800g,Nestle,20.45,,,-0.56,spar,2.8
5000204358155,TABLETE LAMINIRANE RAID 60/1,Raid,7.39,,Proizvodi za kućanstvo,Raid Tablete prot.komar.za el.aparat60/1,Raid,7.19,,,0.2,kaufland,2.8
8002590045654,KEKSI MISURA KAKAO RIŽA 120 g,Misura,1.49,,Hrana,Misura keksi kakao riža bez mlijeka120g,Misura,1.45,,,0.04,kaufland,2.8
8002590045630,KEKSI MISURA ŽITAR.BŠ.120 g,Misura,1.49,,Hrana,Misura Keksi sa žit. bez doda. šeće.120g,Misura,1.45,,,0.04,kaufland,2.8
3830000700337,"VINA KOPER SLAT. MUŠKAT 0,75 L",,10.69,,Pića,"Vinakoper slatki Muškat 0,75 l",Vinakoper,10.99,,,-0.3,spar,2.8
4076700124182,"TEQUILA KARAMBA SILVER 0,7 L",,17.99,,Pića,"Karamba Tequila Silver 38% 0,7 L",Karamba,18.49,,,-0.5,spar,2.8
4076700124199,"TEQUILA KARAMBA GOLD 0,7 L",,17.99,,Pića,"Karamba Tequila Gold 38% 0,7 L",Karamba,18.49,,,-0.5,spar,2.8
3850108011852,"MLIJEKO SVJEŽE 21 DAN 1,5% 1 L",Vindija,1.49,,Hrana,"Z bregov svježe mlijeko 21 1,5% 1 l PET",`z bregov,1.45,,,0.04,kaufland,2.8
3850108011067,"MLIJ.SVJ. 1,5% Z BREG.PET 1 L",Vindija,1.49,,Hrana,"Z bregov svježe mlijeko 1,5% mm 1 l PET",`Z bregov,1.45,,,0.04,kaufland,2.8
8000500180709,KINDER BUENO MINI 108 g,Kinder,3.79,,Hrana,B_Kinder Bueno Vafel mini 108g,Kinder,3.69,,,0.1,kaufland,2.7
3859892375027,"VINO ENJINGI GRAŠ.NAV.Č.0,75 L",,9.49,,Pića,"Graševina Vino bijelo Enjingi2022. 0,75l",Enjingi,9.75,,,-0.26,spar,2.7
5410228166665,"PIVO LEFFE BLOND 0,33 L BOCA",Leffe,2.28,,Pića,"Leffe svijetlo pivo  6,6% 0,33 l NB",Leffe,2.22,,,0.06,kaufland,2.7
8076809513715,UMAK BARILLA S MASLINAMA 400 g,,3.79,,Hrana,Barilla Umak od rajčice sa maslinama400g,Barilla,3.69,,,0.1,kaufland,2.7
8076809585781,UMAK BARILLA PIZZA SAUCE 400 g,Barilla,3.79,,Hrana,Barilla Umak od rajčice za pizzu 400g,Barilla,3.69,,,0.1,kaufland,2.7
5410228166672,"PIVO LEFFE BROWN 0,33 L BOCA",Leffe,2.28,,Pića,"Leffe tamno pivo 6,5% 0,33 L NB",Leffe,2.22,,,0.06,kaufland,2.7
8594001216994,MUSLI VITALIS 5 ŽITARICA 500 g,Dr. Oetker,3.99,,Hrana,Dr.Oetker Muesli šumsko voće Vitalis500g,Dr.Oetker,3.89,,,0.1,kaufland,2.6
9001414707371,ZAČIN PAPAR CRNI MLJEVENI 50 g,Kotanyi,2.29,,Hrana,Kotanyi papar crni mljeveni 50g,Kotanyi,2.35,,,-0.06,spar,2.6
4056631001202,ZAM.MLIJEKO APTA.PRE PRO.800 g,Aptamil,19.99,,Hrana,Aptamil Mliječna formula Pronut.Pre800g,Aptamil,19.49,,,0.5,kaufland,2.6
3859893140013,"VINO DAMJ.MALVAZIJA 0,75 L",,15.59,,Pića,"Damjanić Vino Malvazija ista.13,5% 0,75L",Damjanić,15.99,,,-0.4,spar,2.6
9001414007358,ZAČIN PAPAR ŠARENI KOTANYI 50g,Kotanyi,2.29,,Hrana,Kotanyi Papar šareni zrno 50 g,Kotanyi,2.35,,,-0.06,spar,2.6
3856007912726,"BALZAM ZA USNE MELEM KIKI 4,5g",Melem,3.89,,Kozmetika,"Melem kids Balz.za usne tut.fru.Kiki4,5g",Melem Kids,3.79,,,0.1,kaufland,2.6
3838471042765,CAPP.BARCAFFE VANILLA 144 g,Barcaffe,3.99,,Pića,Barcaffe Cappuccino Vanilija   144 g,Barcaffe,3.89,,,0.1,kaufland,2.6
5411188110842,NAPITAK ALPRO LJEŠNJAK 1 L,Alpro,3.89,,Pića,Alpro napitak od lješnjaka 1 l,Alpro,3.79,,,0.1,kaufland,2.6
3859891102266,"VINO MUSCAT IURIS 0,75 L",,11.92,,Pića,"Iuris Vino bijelo Sweet Muscat 0,75 l",Iuris,11.62,,,0.3,kaufland,2.6
3859890332633,"VINO ISTRIANA MALVAZIJA 0,75 L",,13.19,,Pića,"Veralda Vino bijelo Malvazija 0,75L",Veralda,12.85,,,0.34,kaufland,2.6
3856020253134,DŽEM EKSTRA ŠUM.VOĆE POD.320 g,Podravka,3.89,,Hrana,Podravka Džem extra šumsko voće 320g,Podravka,3.99,,,-0.1,spar,2.6
3838471057172,CAPPUC.BARCAFFE LJEŠNJAK 144 g,Barcaffe,3.99,,Pića,Barcaffe Cappuccino Noisette144g,Barcaffe,3.89,,,0.1,kaufland,2.6
3856020253042,DŽEM EKSTRA MALINA PODRA.320 g,Podravka,3.89,,Hrana,Podravka Extra džem malina 320 g,Podravka,3.99,,,-0.1,spar,2.6
3838471042796,CAPPUCCINO BARCAFF.CHOCO 144 g,Barcaffe,3.99,,Pića,Barcaffe Cappuccino čokolada 144 g,Barcaffe,3.89,,,0.1,kaufland,2.6
3859892482121,PIVO BENEDIKTINER PŠENIČNO 5 L,Benediktiner,15.99,,Pića,"Benediktiner Pivo pšen.5,4% 5L bačvica",Benediktiner,15.59,,,0.4,kaufland,2.6
3838471042772,CAPP.BARCAFF.IRISH CREAM 144 g,Barcaffe,3.99,,Pića,Barcaffe Cappuccino Irish Cream  144 g,Barcaffe,3.89,,,0.1,kaufland,2.6
3838471042819,CAPPUCCINO BARCAFFE CLAS.120 g,Barcaffe,3.99,,Pića,Barcaffe Cappuccino Classic 120 g,Barcaffe,3.89,,,0.1,kaufland,2.6
3856020253073,DŽEM JAGODA EKSTRA PODRA.320 g,Podravka,3.89,,Hrana,Podravka Džem jagoda extra 320 g,Podravka,3.99,,,-0.1,spar,2.6
3850131003985,PIVO OŽUJSKO GREJP 2 L,Ožujsko,3.89,,Pića,Ožujsko Pivo s okusom grejpa 2% 2L PET,Ožujsko,3.79,,,0.1,kaufland,2.6
9001414707364,ZAČIN PAPAR CRNI ZRNO 50 g,Kotanyi,2.29,,Hrana,Kotanyi papar crni zrno 50g,Kotanyi,2.35,,,-0.06,spar,2.6
5000204604542,SRE.PRONTO LEGNO PULITO 750 ml,Pronto,5.79,,Sredstva za čišćenje,Pronto Pulito class.za drv.površ. 750 ml,Pronto,5.65,,,0.14,kaufland,2.5
3850108011760,"MLIJEKO SV.3,2% Z BREG.1,75 L",Vindija,2.45,,Hrana,"Z bregov svježe mlijeko 3,2% 1,75 l PET",`Z bregov,2.39,,,0.06,kaufland,2.5
5060108450546,"TONIC FEV.TREE MEDITERAN.0,5 L",,4.09,,Pića,"Fever Tree mediterranean tonic 0,5 l",Fever Tree,3.99,,,0.1,kaufland,2.5
3850116053585,ŠUMSKO VOĆE LEDO 300 g,Ledo,4.09,,Hrana,Ledo Šumsko voće 300 g,Ledo,3.99,,,0.1,kaufland,2.5
5054563931771,ČETK.AQUAFRESH 2/1,Aquafresh,3.99,,Kozmetika,Aquafresh četkica triple protection 2/1,Aquafresh,4.09,,,-0.1,spar,2.5
5997255700104,BOMBONI PEZ FIGURICE 17 g,Pez,2.45,,Hrana,Pez bomboni 17g+blister figurica,Pez,2.39,,,0.06,kaufland,2.5
3830000620871,"MINERALNA VODA RADENSKA 0,5 L",Radenska,0.83,,Pića,"Radenska miner.voda Kralj. vrel.0,5l PET",Radenska,0.85,,,-0.02,spar,2.4
5099873017623,"WHISKEY JACK DAN.APPLE 0,7 L",Whiskas,25.19,,Pića,"Jack Daniels Whiskey Apple 35% 0,7L",Jack Daniel`s,24.59,,,0.6,kaufland,2.4
5000204243635,ELEK.APARAT RAID LAVANDA,Raid,12.79,,Proizvodi za kućanstvo,Raid El.aparat za koma.+tek.lavanda 36ml,Raid,12.49,,,0.3,kaufland,2.4
7622202029011,CROIS.7 DAYS MIDI MARELICA 60g,,0.85,,Hrana,7 Days Kroasan s okusom marelice 60g,7 Days,0.87,,,-0.02,spar,2.4
7622201389383,CROISS.7 DAY S MIDI DOUBLE 60g,7 Day's,0.85,,Hrana,7 days midi double croissant kak.van.60g,7 days,0.87,,,-0.02,spar,2.4
5000289929417,"GIN GORDONS PINK 0,7 L",,20.49,,Pića,"Gordons pink gin 37,5% 0,7 l",Gordons,20.99,,,-0.5,spar,2.4
3838471055499,SALATA ARGETA PILET.PIK.160 g,Argeta,4.19,,Hrana,Argeta Salata Piletina pikant 160g,Argeta,4.29,,,-0.1,spar,2.4
4000521010256,MUSLI VITALIS ČOKOLADA 300 g,Vitalis,4.19,,Hrana,Dr.Oetker vitalis crunchy dupla čok.300g,Dr. Oetker,4.09,,,0.1,kaufland,2.4
3838471055505,SALATA ARGETA POVRĆE 160 g,Argeta,4.19,,Hrana,Argeta Salata s povrćem 160g,Argeta,4.29,,,-0.1,spar,2.4
7622201388409,CROISSSANT 7 DAY S MIDI 60 g,7 Day's,0.85,,Hrana,7 days midi croissant cacao 60 g,7 days,0.87,,,-0.02,spar,2.4
5391500600032,"PIVO O´HARA TAMNO IRSKO 0,5 L",Oharas,3.02,,Pića,"O Hara tamno pivo 4,3% 0,5 l NB",O'Hara's,3.09,,,-0.07,spar,2.3
5391500600025,"PIVO O´HARA CRVENO IRSKO 0,5 L",Oharas,3.02,,Pića,"O Hara crveno pivo 4,3% 0,5 l NB",O'Hara,3.09,,,-0.07,spar,2.3
7622300479107,KEKSI MILKA CHOCO MALINA 147 g,Milka,1.75,,Hrana,Milka Jaffa biskvit s malinom 147 g,Milka,1.79,,,-0.04,spar,2.3
3858881191945,"VINO MERLOT VR.FESTIGIA 0,75 L",,13.45,,Pića,"Festigia Merlot vrhunsko vino 0,75 l",Festigia,13.15,,,0.3,kaufland,2.3
7622300479084,KEKS MILKA CHO.ČOK.MOUS.128 g,Milka,1.75,,Hrana,Milka Jaffa desert mousse 128 g,Milka,1.79,,,-0.04,spar,2.3
9000101206012,MODELIRAJUĆA GLINA TAFT 75 ml,Taft,4.39,,Kozmetika,Taft Modelirajuća glina for men75 ml,Taft,4.49,,,-0.1,spar,2.3
8411778600026,TORTILLE ZANUY PŠEN.8/1 320 g,,2.59,,Hrana,Zanuy Tortillas  20 cm 320 g,Zanuy,2.65,,,-0.06,spar,2.3
9000101723502,GEL ZA KOSU TAFT 150 ml,Taft,4.39,,Kozmetika,Taft Gel za kosu Maxx power 150 ml,Taft,4.49,,,-0.1,spar,2.3
7622300479138,KEKS MILKA CHOCO NARANČA 147 g,Milka,1.75,,Hrana,Milka Jaffa biskvit s narančom 147 g,Milka,1.79,,,-0.04,spar,2.3
9000101723083,GEL TAFT HOLD SPEED LOO.150 ml,Taft,4.39,,Kozmetika,Taft Gel za kosu V12 150 ml,Taft,4.49,,,-0.1,spar,2.3
9000100340373,VOSAK TAFT POWER 75 ml,Taft,4.39,,Kozmetika,Taft  Vosak za kosu power men 75ml,Taft,4.49,,,-0.1,spar,2.3
3859891697021,"VINO FRANC ARMAN MAL.0,75 L",,13.59,,Pića,"Franc Arman Malvazija kv. vino 0,75 l",Franc Arman,13.29,,,0.3,kaufland,2.3
5000299618448,"GIN TONIC BEEFEAT.PINK 0,25 L",Beefeater,2.65,,Pića,"Beefeater Pink Gin&Tonic 0,25 l",Beefetaer,2.59,,,0.06,kaufland,2.3
5011007018955,"JAMESON & COLA 0,25 L",,2.65,,Pića,"Jameson Koktel Whis.&Cola 5% 0,25L LIM",Jameson,2.59,,,0.06,kaufland,2.3
5997381375535,PRAŠ.PECIVO DR.OETK.12 g (6+2),Dr. Oetker,1.32,,Hrana,Dr.Oetker Pecilni prašak 8x12g 2gratis,Dr.Oetker,1.29,,,0.03,kaufland,2.3
3850139330977,DEBRECINKA 440 g VAK,Pik,4.29,,Hrana,PIK Debrecinka 440g vac,PIK,4.39,,,-0.1,spar,2.3
9000101723229,GEL ZA KOSU TAFT POWER 150 ml,Taft,4.39,,Kozmetika,Taft Gel za kosu Power Activity 150 ml,Taft,4.49,,,-0.1,spar,2.3
3850108073164,"ISO SPORT LIMUN-GREJP 0,5 L",ISOLA,1.29,,Pića,"Vindi Iso-Sport limun grejp neg 0,5l PET",Vindi,1.32,,,-0.03,spar,2.3
5000299618431,"GIN TONIC BEEFEATER 0,25 L",Beefeater,2.65,,Pića,"Beefeater Dry Gin&Tonic 0,25 l",Beefeater,2.59,,,0.06,kaufland,2.3
3856020283940,RIBLJI ŠTAPIĆI PANI. EVA 250 g,Eva,4.29,,Hrana,Eva Štapići riblji panirani 250 g,Eva,4.39,,,-0.1,spar,2.3
3859893357053,"PIVO HLADNO PIVO 0,5 L",,2.69,,Pića,"Medvedgrad Pivo Hladno Pivo 4,1% 0,5L NB",Medvedgrad,2.75,,,-0.06,spar,2.2
3850158605001,NEKTAR MARASKA NARANČA 1 L,Maraska,2.85,,Pića,Maraska naranča nektar 1 l,Maraska,2.79,,,0.06,kaufland,2.2
8700216191609,REGENERATOR PANTENE MIR.160 ml,Pantene,4.49,,Kozmetika,Pantene Balzam Hydra glow 160 ml,Pantene,4.59,,,-0.1,spar,2.2
3838964055609,HRANA ZA ZAMORCE HOBBY 500 g,Hobby,1.89,,Proizvodi za kućanstvo,Hobby Vit hrana za zamorce s vit. 500g,Hobby Vit,1.85,,,0.04,kaufland,2.2
3859892222185,"PIVO STRAČEŠKO LIMENKA 0,5 L",Staročesko,1.38,,Pića,"Staročeško Pivo svije.lager4,8% 0,5L LIM",Staročeško,1.35,,,0.03,kaufland,2.2
9000100589918,LAK ZA KOSU SYOSS 300 ml,Syoss,4.85,,Kozmetika,Syoss lak za kosu max hold 300 ml,Syoss,4.95,,,-0.1,spar,2.1
5060335633132,"EN.NAP.MONSTER ROSSI 0,5 L",Monster,1.95,,Pića,"Monster Piće energ. The Doctor 0,5L LIM",Monster,1.99,,,-0.04,spar,2.1
9000100854733,LAK ZA KOSU SYOSS 300 ml,Syoss,4.85,,Kozmetika,Syoss Lak za kosu Keratin style 300 ml,Syoss,4.95,,,-0.1,spar,2.1
8007229348946,KEKSI ZA PSE VITA MIX 300 g,Vitakraft,2.95,,Proizvodi za kućanstvo,VK keksi za pse vita mix 300 g,Vitakraft,2.89,,,0.06,kaufland,2.1
3858889364976,ŽITARNATUREL CHOCO BALLS 300 g,Naturel,2.89,,Hrana,Naturel choco balls dj.žitarice 300g,Naturel,2.95,,,-0.06,spar,2.1
3870128001664,TOAL.PAP.VIOLETA VLAŽNI 60/1,Violeta,1.99,,Toaletne potrepštine,Violeta vlažni toal.papir s nevenom 60/1,Violeta,1.95,,,0.04,kaufland,2.1
9000101758979,LAK ZA KOSU SYOSS GLAZE 300 ML,Syoss,4.85,,Kozmetika,Syoss Lak za kosu Glaze 3u1 300ml,Syoss,4.95,,,-0.1,spar,2.1
3859888163065,ZAČ.PAPRIKA ŠAFRAM SLATKA 100g,,1.99,,Hrana,Šafram paprika zač. mljev. slatka 100 g,Šafram,1.95,,,0.04,kaufland,2.1
3859888163058,ZAČ.PAPRIKA ŠAFRAM LJUTA 100g,Safram,1.99,,Hrana,Šafram paprika zač. mljev. ljuta 100 g,Šafram,1.95,,,0.04,kaufland,2.1
9000100590242,LAK ZA KOSU SYOSS 300ml,Syoss,4.85,,Kozmetika,Syoss Lak za kosu Volume lift 300 ml,Syoss,4.95,,,-0.1,spar,2.1
5060896629490,"EN.NAP.MONSTER FULL THRO.0,5 L",Monster,1.95,,Pića,"Monster Piće Lewis Hamilton zero0,5L LIM",Monster,1.99,,,-0.04,spar,2.1
5061013941488,"ENER.PIĆE MONSTER AUSSIE 0,5 L",Monster,1.95,,Pića,"Monster Piće en.gaz.bezal.Aussie0,5L LIM",Monster,1.99,,,-0.04,spar,2.1
5061013940139,"ENERGE.PIĆE MONSTER ZERO 0,5 L",Monster,1.95,,Pića,"Monster Piće energet.Zero sugar0,5L LIM",Monster,1.99,,,-0.04,spar,2.1
4052197001281,"PIVO BENEDIKTINER PŠENIČ.0,5 L",Benediktiner,1.95,,Pića,"Benediktiner pšenično pivo 0,5 l LIM",Benediktiner,1.99,,,-0.04,spar,2.1
5060337500104,"EN.NAP.MONSTER ULTRA 0,5 L",Monster,1.95,,Pića,"Monster Napitak en.Ultra White0,5 L LIM",Monster,1.99,,,-0.04,spar,2.1
5056784904466,"ENER.PIĆE MONSTER RIO PU.0,5 L",Monster,1.95,,Pića,"Monster Piće energet.Rio Punch0,5L LIM",Monster,1.99,,,-0.04,spar,2.1
5060166695279,"EN.NAP.MONSTER ENERGY 0,5 L",Monster,1.95,,Pića,"Monster Green 0,5 l lim",Monster,1.99,,,-0.04,spar,2.1
5060639121618,"EN.NAP.MONSTER MANGO LOC.0,5 L",Monster,1.95,,Pića,"Monster Mango Loco 0,5 l lim",Monster,1.99,,,-0.04,spar,2.1
3857500076205,MLINCI IZ CENTRA SVIJETA 400 g,,3.32,,Hrana,Čokoland Mlinci s jajima 400 g,Čokoland,3.39,,,-0.07,spar,2.1
