barkod,naziv_spar,marka_spar,cijena_spar,akcijska_cijena_spar,kategorija_spar,naziv_kaufland,marka_kaufland,cijena_kaufland,akcijska_cijena_kaufland,kategorija_kaufland,razlika_eur,jeftiniji,razlika_posto
3870085020258,SIR SVJ.S VRHNJEM MEGGLE 450 g,Meggle,3.19,,Hrana,Meggle svježi sir s vrhnjem  450 g,Meggle,1.99,,,1.2,kaufland,60.3
8700216856812,GEL TUŠ.OLD SPICE WHITE.400 ml,Old Spice,3.99,,Kozmetika,Old Spice Gel za tuš. Whit. m. 400ml,Old spice,2.49,,,1.5,kaufland,60.2
8001090533869,GEL TU.OLD SPICE BGLOVE 400 ml,Old Spice,3.99,,Kozmetika,Old Spice Gel za tuš. Bearglove m.400ml,Old spice,2.49,,,1.5,kaufland,60.2
8700216611046,GEL TU.OLD SPICE EPIC 400 ml,Old Spice,3.99,,Kozmetika,Old Spice Gel za tuš.Epic Legend 400ml,Old Spice,2.49,,,1.5,kaufland,60.2
8700216859820,GEL OLD SPICE CAPTAIN 400 ml,Old Spice,3.99,,Kozmetika,Old Spice Gel za tuš. Captain m.400ml,Old Spice,2.49,,,1.5,kaufland,60.2
4084500978973,GEL T.OLD SPICE WOLFTH. 400 ml,Old Spice,3.99,,Kozmetika,Old Spice Gel za tuš. Wolfth.m. 400ml,Old spice,2.49,,,1.5,kaufland,60.2
8006530139311,GEL OLD SPICE COLD SPIC.400 ml,Old Spice,3.99,,Kozmetika,Old Spice Gel za tuširanje 3u1 Cold400ml,Old Spice,2.49,,,1.5,kaufland,60.2
4084500978881,GEL OLD SPICE ORIGINAL 400 ml,Old Spice,3.99,,Kozmetika,Old Spice Gel za tuš. Original m. 400ml,Old spice,2.49,,,1.5,kaufland,60.2
8700216766012,KAP.ARIEL SENSITIVE 30/1,Ariel,9.99,,Sredstva za čišćenje,Ariel Deterdžent za rublje Sensitive30/1,Ariel,15.99,,,-6.0,spar,60.1
3850105169600,"DET.NILA MY CUTE BABY 2,7 L",Nila,4.99,,Sredstva za čišćenje,"Nila my cute baby 2,7 l",Nila,7.99,,,-3.0,spar,60.1
3850105186874,"DET.NILA MY PINK  2,7 L",Nila,4.99,,Sredstva za čišćenje,"Nila Deterdžent za pr.rublja Pink 2,7L",Nila,7.99,,,-3.0,spar,60.1
3850105169631,"DET.NILA SENSUAL BLACK 2,7 L",Nila,4.99,,Sredstva za čišćenje,"Nila my sensual black 2,7 l",Nila,7.99,,,-3.0,spar,60.1
3850105169662,"DET.NILA MY HAPPY COLORS 2,7 L",Nila,4.99,,Sredstva za čišćenje,"Nila my happy colors 2,7 l",Nila,7.99,,,-3.0,spar,60.1
3859889283687,SLADOLED 4 YOU BANAN.SP.1650ml,,3.98,,Hrana,4 you Banana split 1650 ml,4 you,2.49,,,1.49,kaufland,59.8
3859889283694,SLADOLED 4 YOU KLASIK 1650ml,,3.98,,Hrana,4 you sladoled 1650 ml,4 you,2.49,,,1.49,kaufland,59.8
3850104277795,PAŠTETA PIKETA JETRENA 95 g,Podravka,1.9,,Hrana,Piketa Pašteta jetrena 95 g,Piketa,1.19,,,0.71,kaufland,59.7
3858892728451,PAŠT.OD PASTRVE GAVRILOV.100 g,Gavrilovic,1.69,,Hrana,Gavrilović Pašteta od pastrve 100 g,Gavrilović,2.69,,,-1.0,spar,59.2
3858892726709,LOSOS PAŠTETA GAVRILOVIĆ 100 g,Gavrilovic,1.69,,Hrana,Gavrilović Pašteta losos 100 g,Gavrilović,2.69,,,-1.0,spar,59.2
3850111304156,DET.ČARLI KAMILICA 900 ml,Čarli,2.69,,Sredstva za čišćenje,Čarli kamilica 900 ml,Čarli,1.69,,,1.0,kaufland,59.2
3850111304132,DET.ČARLI CLASSIC 900 ml,Čarli,2.69,,Sredstva za čišćenje,Čarli classic 900ml,Čarli,1.69,,,1.0,kaufland,59.2
3850111304095,DET.ČARLI ORIGINAL LIMU.900 ml,Čarli,2.69,,Sredstva za čišćenje,Čarli original 900 ml,Čarli,1.69,,,1.0,kaufland,59.2
3858881333918,GOVEĐI NAREZAK ASCOMMER.100 g,Ascommerce,1.09,,Hrana,AsCommerce Narezak goveđi 100 g,AsCommerce,0.69,,,0.4,kaufland,58.0
4008239398888,LOPTA VITAKR.ZA MAČ.PRIR.GUMA,Vitakraft,2.79,,Proizvodi za kućanstvo,VK Lopta prir.guma pisk.za mačke 4kom,Vitakraft,1.77,,,1.02,kaufland,57.6
9000101665703,REG.SYOSS KERATIN 250 ml,Syoss,4.49,,Kozmetika,Syoss Regenerator Keratin intensive250ml,Syoss,7.05,,,-2.56,spar,57.0
59086802,DEO STICK AXE ICE CHILL 50 ml,Axe,2.99,,Kozmetika,Axe Deo u sticku Ice chill 50ml,Axe,4.69,,,-1.7,spar,56.9
8717644326671,DEO STICK AXE DARK TEMPT.50 ml,Axe,2.99,,Kozmetika,Axe Deo u sticku Dark temptation 50 ml,Axe,4.69,,,-1.7,spar,56.9
3857500104311,ULJE SUNCO.HLAD.PREŠ.SUNCE 1 L,,3.59,,Hrana,Sunce Vinkovaca suncokretovo ulje 1l,Sunce Vinkovaca,2.29,,,1.3,kaufland,56.8
3850108033892,"VRHNJE ZA KUH. Z BREGOV 0,2 L",Vindija,1.55,,Hrana,"Z`bregov Vrhnje za kuhanje20%mm0,2L_OC",Z`bregov,0.99,,,0.56,kaufland,56.6
3859888163348,VINOBRAN ŠAFRAM 10 g,Safram,0.39,,Hrana,Šafram vinobran 10 g,Šafram,0.25,,,0.14,kaufland,56.0
3859888163003,KONZERVANS ŠAFRAM 10 g,,0.39,,Hrana,Šafram konzervans 10 g,Šafram,0.25,,,0.14,kaufland,56.0
8720182264664,SAPUN DOVE BEAUTY  90 g,Dove,1.15,,Kozmetika,Dove Sapun toaletni cream 90g,Dove,1.79,,,-0.64,spar,55.7
8720182259813,SAPUN DOVE PINK 90 g,Dove,1.15,,Kozmetika,Dove Sapun pink 90g,Dove,1.79,,,-0.64,spar,55.7
8720182258397,SAPUN DOVE CREAM OIL 90 g,Dove,1.15,,Kozmetika,Dove Sapun toaletni Nourishing 90 g,Dove,1.79,,,-0.64,spar,55.7
7702018425853,BRIJAČ GILLETTE MACH3 +12 PAT.,Gillette,33.99,,Kozmetika,Gillette Brijač i 12 patrona Mach 3,Gillette,21.84,,,12.15,kaufland,55.6
8013108007637,PRALINE ČOKOLADN CREMINO 150 g,,8.99,,Hrana,Caffarel Desert čok.Piemonte 150g,Caffarel,5.79,,,3.2,kaufland,55.3
9005800399898,SPR.NIVEA SUN DJE.SPF30 250ml,Nivea,11.99,,Kozmetika,Nivea Sun Sprej za sunč.P&B SPF30 250ml,Nivea Sun,18.59,,,-6.6,spar,55.0
4027800015504,BRIJAČ WILKINSON+5 PATRONA,Wilkinson,4.19,,Kozmetika,Wilkinson Class.met.brijač+5britvica m.,Wilkinson,6.49,,,-2.3,spar,54.9
4000487223332,POSL.ZA PSE FRISK.T BONZ 150 g,Friskies,2.09,,Proizvodi za kućanstvo,Friskies T-bonz 150g,Friskies,1.35,,,0.74,kaufland,54.8
7613035219793,POSLASTICA ZA PSE FRISK.126 g,Friskies,2.09,,Proizvodi za kućanstvo,Friskies picnic Variety sp 126 g,Friskies,1.35,,,0.74,kaufland,54.8
7613033445149,POSL.ZA PSE FRIS.BEG.STR.120 g,Purina,2.09,,Proizvodi za kućanstvo,Friskies mesne vrpce za pse 120 g,Friskies,1.35,,,0.74,kaufland,54.8
7613036936859,MAČJA HRANA ONE PIL.TU.4X85 g,One,3.69,,Proizvodi za kućanstvo,One za mačke sensitive pile&tuna 4x85 g,One Sensitive,2.39,,,1.3,kaufland,54.4
7613033444814,POSL.ZA PSE FRIS.FUNTAS.175 g,Purina,2.99,,Proizvodi za kućanstvo,Friskies Poslast.za pse funtastix 175g,Friskies,1.94,,,1.05,kaufland,54.1
3838945029216,NEKTAR FRUCTAL NARANČA 1 L,Fructal,2.29,,Pića,Fructal classic naranča 50% 1 l prizma,Fructal,1.49,,,0.8,kaufland,53.7
4005808856695,SPR.NIVEA UMIRE.K.SPF50+ 200ml,Nivea,13.59,,Kozmetika,Nivea Sun P&M Sprej za sunč.SPF50+ 200ml,Nivea Sun,20.79,,,-7.2,spar,53.0
8000440396383,STOCK 84 1 L,Stock,17.99,,Pića,Stock 84 38% 1 l,Stock,11.79,,,6.2,kaufland,52.6
4006000133805,LOS.NIVEA S.HIDRA.SPF50 400 ml,Nivea,18.39,,Kozmetika,Nivea Sun Losion za sun.Pro.SPF50+ 400ml,Nivea Sun,27.99,,,-9.6,spar,52.2
4005808423040,LOSION NIVEA SUN SPF30 200ml,Nivea,10.39,,Kozmetika,Nivea Sun Losion za sunčanje SPF30 200ml,Nivea Sun,15.79,,,-5.4,spar,52.0
90003714,SRE.ZA ČIŠČ.PERIL.SOMAT 250 ml,Somat,3.95,,Sredstva za čišćenje,Somat tek. za pranje perilice suđ 250 ml,Somat,5.99,,,-2.04,spar,51.6
8718951643598,ČET. COLGATE ULTRA SOFT  2/1,Colgate,4.15,,Kozmetika,Colgate Četkica za zube Ultra Soft 2/1,Colgate,6.29,,,-2.14,spar,51.6
3850104035746,GRAH HAMBUR.PODRAVKA 400 g,Podravka,3.69,,Hrana,Podravka Grah s hamburgerom 400 g,Podravka,2.44,,,1.25,kaufland,51.2
9000101588392,OSV.WC BREF WEL.HARMONY 3x50 g,Bref,5.29,,Sredstva za čišćenje,Bref Osvježivač WC školjke Harmony 3x50g,Bref,7.99,,,-2.7,spar,51.0
9000101853209,OSV.BREF CO.AKT.EUCALYP.3x50 g,Bref,5.29,,Sredstva za čišćenje,Bref Osvjež.WC školjke auto ac.Euc.3x50g,Bref,7.99,,,-2.7,spar,51.0
4006000075419,SPR.NIVEA SUN KID SPF50+ 200ml,Nivea,13.59,,Kozmetika,Nivea Sun Sprej za sun.Kids SPF50+ 200ml,Nivea Sun,20.49,,,-6.9,spar,50.8
4023103192577,SET KRPA MICR.COLOR 4/1 VILEDA,,10.09,,Proizvodi za kućanstvo,Vileda krpa za sve namjene microf. 4/1,Vileda,6.69,,,3.4,kaufland,50.8
8000440396390,"STOCK 84 0,7 L",Stock,15.05,,Pića,"Stock 84 38% 0,7L",Stock,9.99,,,5.06,kaufland,50.7
8700216171311,ULOŠ.ALWAYS ULT.NOR.DUO 2X10,Always,2.29,,Toaletne potrepštine,Always Ulošci hig.Ult.nor.plu.duo20/1_OC,Always,3.45,,,-1.16,spar,50.7
4015400213932,ULO.ALWAYS ULT.NORM.PLUS 20/1,Always,2.29,,Toaletne potrepštine,Always Ulošci hig.ul.sen.norm.pl.20/1_OC,Always,3.45,,,-1.16,spar,50.7
8700216861052,ULOŠCI ALWAYS ULTRA NIGHT 14/1,Always,2.29,,Toaletne potrepštine,Always Ulošci hig.ultr.night duo 14/1_OC,Always,3.45,,,-1.16,spar,50.7
8700216861069,ULOŠ.ALWAYS ULT.S.PL.DUO 2X8,Always,2.29,,Toaletne potrepštine,Always Ulošci hig.Ult.sup.pl.duo 16/1_OC,Always,3.45,,,-1.16,spar,50.7
8445292009102,MJE.PIL.PAP.AIR FRY.MAGGI 44 g,Maggi,1.49,,Hrana,Maggi Mješavina Air Fryer pilet.papr.44g,Maggi,0.99,,,0.5,kaufland,50.5
8445292011228,MJEŠ.TORTIL.AIR FRY.MAGGI 27 g,Maggi,1.49,,Hrana,Maggi Mješavina Air Fryer Mexican27g,Maggi,0.99,,,0.5,kaufland,50.5
8445292010849,MJE.PIL.SIR AIR FRY.MAGGI 44 g,Maggi,1.49,,Hrana,Maggi Mješavina Air Fryer pilet.sir44g,Maggi,0.99,,,0.5,kaufland,50.5
8710447279793,GEL AXE ZA TUŠ.AFRIKA M.250 ml,Axe,1.99,,Kozmetika,Axe Gel za tuširanje africa men 250ml_OC,Axe,2.99,,,-1.0,spar,50.3
8710447276600,GEL ZA TUŠ.AXE BLACK 250 ml,Axe,1.99,,Kozmetika,Axe Gel za tuširanje black men 250ml_OC,Axe,2.99,,,-1.0,spar,50.3
6920354836176,ZU.PAS.COLGATE CAV.PRO 75 m,Colgate,1.59,,Kozmetika,Colgate Pasta za zube Cav.prot.75ml,Colgate,2.39,,,-0.8,spar,50.3
6920354836091,ZU.PAS.COLGATE  WHITENI.75 ml,Colgate,1.59,,Kozmetika,Colgate Pasta za zube whitening 75ml,Colgate,2.39,,,-0.8,spar,50.3
3856016906945,TOAST KLARA  AMER.SANDW.750 g,,2.99,,Hrana,Klara Tost American sandwich XXL 750g,Klara,1.99,,,1.0,kaufland,50.3
8720181204081,GEL ZA TUŠ.AXE EPIC M.250 m,Axe,1.99,,Kozmetika,Axe Gel za tuširanje epic fresh 250ml_OC,Axe,2.99,,,-1.0,spar,50.3
8710447276587,GEL ZA TUŠ.AXE EXCITE M.250 ml,Axe,1.99,,Kozmetika,Axe Gel za tuširanje Excite men 250ml_OC,Axe,2.99,,,-1.0,spar,50.3
8002410043594,DEO SPR.BOROTALCO SEA 150 ml,Borotalco,2.79,,Kozmetika,Borotalco dezodorans Act.Sea Salts 150ml,Borotalco,4.19,,,-1.4,spar,50.2
80937531,ROLL ON BOROTALCO INV.PI 50 ml,Borotalco,2.79,,Kozmetika,Borotalco Deo Roll on Invisible Pink50ml,Borotalco,4.19,,,-1.4,spar,50.2
8002410044539,DEO SPR.BOROTA.MEN AMB 150 ml,Borotalco,2.79,,Kozmetika,Borotalco men Dezod.u spreju amber 150ml,Borotalco men,4.19,,,-1.4,spar,50.2
8002410041866,DEO SPR.BOROTALCO INVIS.150 ml,Borotalco,2.79,,Kozmetika,Borotalco dezodorans invisible 150 ml,Borotalco,4.19,,,-1.4,spar,50.2
80453000,DEO ROLL ON BOROTALCO FR.50 ml,Borotalco,2.79,,Kozmetika,Borotalco roll-on original 50 ml,Borotalco,4.19,,,-1.4,spar,50.2
80844044,ROLL ON BOROTALCO INV.50 ml,Borotalco,2.79,,Kozmetika,Borotalco Roll on Invisible 50 ml,Borotalco,4.19,,,-1.4,spar,50.2
8002410040388,DEO SPR.BOROTALCO ORIGI.150 ml,Borotalco,2.79,,Kozmetika,Borotalco dezodorans original 150 ml,Borotalco,4.19,,,-1.4,spar,50.2
8714789733166,KUPKA PALMOLIVE MASLINA 500 ml,Palmolive,4.49,,Kozmetika,Palmolive pjena za kupanje olive 500 ml,Palmolive,2.99,,,1.5,kaufland,50.2
8002410046649,DEO SPR.BOROTALCO AQUAT.150 ml,Borotalco,2.79,,Kozmetika,Borotalco Deo u spreju Fresh Aquat.150ml,Borotalco,4.19,,,-1.4,spar,50.2
80924531,ROLL ON BOROTALCO INVIS. 50 ml,Borotalco,2.79,,Kozmetika,Borotalco men Deo roll on musk 50ml,Borotalco men,4.19,,,-1.4,spar,50.2
8002410043587,DEO SP.BOROTALCO CITRUS 150 ml,Borotalco,2.79,,Kozmetika,Borotalco dezodorans Active Citrus 150ml,Borotalco,4.19,,,-1.4,spar,50.2
3850105192035,OME.ORNEL NO.1 750 ML,Ornel,2.19,,Sredstva za čišćenje,Ornel Omekšivač No 1 35 pr.750 ml,Ornel,3.29,,,-1.1,spar,50.2
80942719,ROLL ON BOROTALCO FNS 50 ml,Borotalco,2.79,,Kozmetika,Borotalco Deo roll on Fresh Aquatic 50ml,Borotalco,4.19,,,-1.4,spar,50.2
8002410046601,DEO SPR.BOROTALCO FRESH.150 ml,Borotalco,2.79,,Kozmetika,Borotalco Deo u spreju Fresh Powder150ml,Borotalco,4.19,,,-1.4,spar,50.2
80945819,ROLL ON BOROTALCO ACTIVE 50 ml,Borotalco,2.79,,Kozmetika,Borotalco Roll on Active Citrus 50ml,Borotalco,4.19,,,-1.4,spar,50.2
80859840,ROLL ON BOROTALCO SEA 50 ml,Borotalco,2.79,,Kozmetika,Borotalco Roll on Active Sea Salts 50ml,Borotalco,4.19,,,-1.4,spar,50.2
80886754,ROLL ON BOROTALACO MEN  50 ml,Borotalco,2.79,,Kozmetika,Borotalco men Deo roll on amber 50ml,Borotalco men,4.19,,,-1.4,spar,50.2
8002410042818,DEO SPR.BOROTALCO PURE 150 ml,Borotalco,2.79,,Kozmetika,Borotalco Deo u spreju Pure Musky 150 ml,Borotalco,4.19,,,-1.4,spar,50.2
80972990,ROLL ON BOROTALACO MEN  50 ml,Borotalco,2.79,,Kozmetika,Borotalco men Deo roll on unique 50ml,Borotalco men,4.19,,,-1.4,spar,50.2
8002410045079,DEO SPR.BOROTALCO SOFT 150 ml,Borotalco,2.79,,Kozmetika,Borotalco Dezodorans u spreju soft 150ml,Borotalco,4.19,,,-1.4,spar,50.2
5411188134985,"NAPIT.ALPRO NOT MILK 3,5% 1 L",Alpro,2.59,,Pića,"Alpro Not Milk napitak 3,5% m.m.1L vg.",Alpro,3.89,,,-1.3,spar,50.2
8002410043570,DEO SP.BOROTALCO P.UNIQ 150 ml,Borotalco,2.79,,Kozmetika,Borotalco Deo u spreju Pure Unique 150ml,Borotalco,4.19,,,-1.4,spar,50.2
80816614,ROLL ON BOROTALCO SOFT 50 ml,Borotalco,2.79,,Kozmetika,Borotalco Deo roll on soft 50ml,Borotalco,4.19,,,-1.4,spar,50.2
80937821,ROLL ON BOROTALCO FRESH 50 ml,Borotalco,2.79,,Kozmetika,Borotalco Deo roll on Fresh Powder 50 ml,Borotalco,4.19,,,-1.4,spar,50.2
8714789733180,KUPKA PALMOLI.BL.ORCHID 500 ml,Palmolive,4.49,,Kozmetika,Palmolive pjena za kupanje Orchid 500ml,Palmolive,2.99,,,1.5,kaufland,50.2
8718951259119,KUPKA PALMOLIVE SENSIT.500 ml,Palmolive,4.49,,Kozmetika,Palmolive pjena za kupanje sensit. 500ml,Palmolive,2.99,,,1.5,kaufland,50.2
9001414009741,ZAČIN PAPAR CRNI KOTANYI 100 g,,4.49,,Hrana,Kotanyi papar crni mljeveni 100 g,Kotanyi,2.99,,,1.5,kaufland,50.2
8714789733159,KUPKA PALM.MILK&HONEY 500 ml,Palmolive,4.49,,Kozmetika,Palmolive pjena za kup.milk&hon 500ml,Palmolive,2.99,,,1.5,kaufland,50.2
8002410045154,DEO SPR.BOROTA.MEN INV. 150 ml,Borotalco,2.79,,Kozmetika,Borotalco men Dezod.u spreju musk 150ml,Borotalco men,4.19,,,-1.4,spar,50.2
9000100344098,SRED.SOMAT TEKUĆINA 750 ml,Somat,3.99,,Sredstva za čišćenje,Somat tekućina za ispiranje 750 ml,Somat,5.99,,,-2.0,spar,50.1
9000100999786,SR.SOMAT ZA ČIŠ.PERILIC.3X20 g,Somat,3.99,,Sredstva za čišćenje,Somat Tablete za čiš.peril.pos.3x19g,Somat,5.99,,,-2.0,spar,50.1
3850105188090,"DET.FAKS SUPERAKTIV 3,3 kg",Faks,11.99,,Sredstva za čišćenje,"Faks Deterdž.za rub.SuperAktiv60pr.3,3kg",Faks,17.99,,,-6.0,spar,50.0
3850105188069,"DET.FAKS AQUAMARINE 3,3 kg",Faks,11.99,,Sredstva za čišćenje,"Faks Deterdž.za rublje Aqua.60p.XXL3,3kg",Faks,17.99,,,-6.0,spar,50.0
3850105188991,"DET.FAKS COLOR 2,7 L",Faks,11.99,,Sredstva za čišćenje,"Faks Deterdž.za rub.Color Ornel60pr.2,7L",Faks,17.99,,,-6.0,spar,50.0
8004027034491,"LIKER CHAMBORD 0,7 L",,29.99,,Pića,"Chambord Liker crna malina 16,5% 0,7 L",Chambord,19.99,,,10.0,kaufland,50.0
6001051006724,SPR.NIVEA SUN DJE.SPF50+ 250ml,Nivea,13.59,,Kozmetika,Nivea Sun Sprej za sunč.P&M SPF50+ 250ml,Nivea Sun,20.35,,,-6.76,spar,49.7
8000440600022,"STOCK 84 0,7 L +2 ČAŠE",Stock,19.45,,Pića,"Stock 84 38% 0,7l + 2 čaše",Stock,12.99,,,6.46,kaufland,49.7
8718951470583,PASTA  ELMEX  JUNIOR 75 ml,Elmex,3.05,,Kozmetika,Elmex Junior Pasta za zube 6-12god 75 ml,Elmex,4.55,,,-1.5,spar,49.2
8700216708418,MIR.PERLICE LENOR SPRING 195 g,Lenor,5.95,,Sredstva za čišćenje,Lenor Perlice mirisne Spring awaken.195g,Lenor,3.99,,,1.96,kaufland,49.1
8700216708517,MIR.PERLICE LENOR GOLD 195 g,Lenor,5.95,,Sredstva za čišćenje,Lenor Perlice mirisne Gold Orchid 195 g,Lenor,3.99,,,1.96,kaufland,49.1
8718951435094,ČETK.ZA ZUBE ELMEX  SUPER SOFT,Elmex,3.79,,Kozmetika,Elmex Četkica za zube super soft,Elmex,5.65,,,-1.86,spar,49.1
8718951187658,ČETK.ZA ZUBE ELMEX  ULTRA SOFT,Elmex,3.79,,Kozmetika,Elmex četkica za zube ultra soft single,Elmex,5.65,,,-1.86,spar,49.1
8700216708258,MIRIS.PERLICE LENOR JAS. 195 g,Lenor,5.95,,Sredstva za čišćenje,Lenor Perlice mirisne Ruby Jasmine 195 g,Lenor,3.99,,,1.96,kaufland,49.1
3870128011946,PAP.RUČ.VIOLETA MEGA ROLA 1/1,Violeta,3.29,,Proizvodi za kućanstvo,Teta Violeta Papirnati ručn.mega 2sl.1/1,Teta Violeta,4.89,,,-1.6,spar,48.6
8718951382602,ČET.COLGATE MAX WHITE,Colgate,2.39,,Kozmetika,Colgate četkica za zube Wh.charcoal 2/1,Colgate,3.55,,,-1.16,spar,48.5
8714789490113,ČET.COLGATE MAX WHITE 1+1,Colgate,2.39,,Kozmetika,Colgate četkica max white 1+1 econ. pack,Colgate,3.55,,,-1.16,spar,48.5
7622202049385,CROISSANT 7 DAY´S KAKAO 240g,7 Day's,2.69,,Hrana,7 Days kroasan kakao 6 x 40 g,7 days,3.99,,,-1.3,spar,48.3
3856020252502,DŽEM MARELICA PODRAVKA 670 g,Podravka,3.99,,Hrana,Podravka džem od marelice 670 g_OC,Podravka,2.69,,,1.3,kaufland,48.3
9000101853179,OSV.ZA WC BREF BLUE AKT.2X50 g,Bref,4.45,,Sredstva za čišćenje,Bref Osvjež.WC školjke aut.act.Euc.2x50g,Bref,6.59,,,-2.14,spar,48.1
9000101587722,OSV.WC BREF WEL.HARMONY 2x50 g,Bref,4.45,,Sredstva za čišćenje,Bref Osvjež.za WC Spa mom.harmony2x50g,Bref,6.59,,,-2.14,spar,48.1
3870128031777,PEL.GAĆ.VIOLETA DOUB.CARE 52/1,Violeta,9.99,,Toaletne potrepštine,Violeta DC Pants vel4 9-15kg  52/1,Violeta,14.79,,,-4.8,spar,48.0
3870128031838,PEL.GAĆ.VIOLETA DOUB.CARE 44/1,Violeta,9.99,,Toaletne potrepštine,Violeta DC Pants vel6 15-25kg 44/1,Violeta,14.79,,,-4.8,spar,48.0
40145389,DES.MLI.MONTE MAX.ZOTT 4x100 g,Zott,2.59,,Hrana,Zott Desert mliječ.Monte čok.lješ4x100g,Zott,1.75,,,0.84,kaufland,48.0
3870128031807,PEL.GAĆ.VIOLETA 12-17kg 48/1,Violeta,9.99,,Toaletne potrepštine,Violeta DC Pants v5 12-17kg  48/1,Double care,14.79,,,-4.8,spar,48.0
6420211000349,FLIPS PUFU.GUSTO MEGA SUR.60 g,GUSTO,1.69,,Hrana,Gusto flips Mega Surprise 60g,Gusto,1.15,,,0.54,kaufland,47.0
5996253002401,ČIPS CHIO OB SLANI 100 g,Chio,2.19,,Hrana,Chio Čips Oven baked slani 100g,Chio,1.49,,,0.7,kaufland,47.0
5996253002326,ČIPS CHIO OB PAPRIKA 100 g,Chio,2.19,,Hrana,Chio Čips Oven baked paprika 100g,Chio,1.49,,,0.7,kaufland,47.0
5996253002340,ČIPS CHIO OB VRHNJE&LUK 100 g,Chio,2.19,,Hrana,Chio Čips Oven baked kis.vrhnje&luk 100g,Chio,1.49,,,0.7,kaufland,47.0
9000101853353,OSVJ.WC BREF FLOWER 3X50 g,Bref,4.29,,Sredstva za čišćenje,Bref Osvjež.WC školjke aut.ac.Flow.3x50g,Bref,6.29,,,-2.0,spar,46.6
8594012792104,SARDINA GIANA SUNC.ULJE 125 g,Giana,1.89,,Hrana,Giana Sardine u biljnom ulju 125/90 g_OC,Giana,1.29,,,0.6,kaufland,46.5
5411188130550,NAPITAK ALPRO BARISTA ZOB 1 L,Alpro,2.59,,Pića,Alpro Napitak od zobi Barista 1L vg.,Alpro,3.79,,,-1.2,spar,46.3
8001841077598,VL.MAR.PAMPERS FRESH 80/1,Pampers,2.25,,Toaletne potrepštine,Pampers vlaž.maram.fresh clean XXL 80kom,Pampers,3.29,,,-1.04,spar,46.2
8714789926278,ZUB.PA.ELMEX SENSI.WHITE.75 ml,Elmex,3.69,,Kozmetika,Elmex zubna pasta sensitive whiten.75ml,Elmex,5.39,,,-1.7,spar,46.1
8718951536289,ZUB.PA.ELMEX CARI.PROTEC.75 ml,Elmex,3.69,,Kozmetika,Elmex Pasta za zube Caries prot.Whi.75ml,Elmex,5.39,,,-1.7,spar,46.1
8718951312845,ZUBNA PASTA COLGATE 125 ml,Colgate,2.05,,Kozmetika,Colgate Pasta za zube max Wh.shi125ml_OC,Colgate,2.99,,,-0.94,spar,45.9
3870128037328,KAP.VESH COLOR 14/1,Vesh,4.79,,Sredstva za čišćenje,Vesh Kapsule za rublje color power 14/1,Vesh,6.99,,,-2.2,spar,45.9
3870128037267,KAP.VESH WHITE 14/1,Vesh,4.79,,Sredstva za čišćenje,Vesh Kapsule za rublje white power 14/1,Vesh,6.99,,,-2.2,spar,45.9
3870128033825,DET.VESH GEL COLOR 1 L,Vesh,4.79,,Sredstva za čišćenje,Vesh Deterd.za pr.rubl.Color Power Gel1L,Vesh,6.99,,,-2.2,spar,45.9
9000101849028,OSV.ZA WC BREF FRESH FL.2X50 g,Bref,4.45,,Sredstva za čišćenje,Bref Osvjež.WC školjke aut.ac.Flow.2x50g,Bref,6.49,,,-2.04,spar,45.8
8445290503565,INS.KAVA NESCAFE GOLD CR.190 g,Nescafe,15.29,,Pića,Nescafe Kava instant Gold Crema 190 g,Nescafe,10.49,,,4.8,kaufland,45.8
8718951197183,ČET.COLGATE 360°CHARCOA.1+1,Colgate,3.49,,Kozmetika,Colgate četkica za zube 360 Charcoal 1+1,Colgate,5.09,,,-1.6,spar,45.8
8445290491275,INST.KAVA NESCAFE GOLD 190 g,Nescafe,15.29,,Pića,Nescafe Kava instant Gold 190 g,Nescafe,10.49,,,4.8,kaufland,45.8
8001090759870,PEL.GAĆICE PAMPERS S5 34/1,Pampers,15.99,,Toaletne potrepštine,Pampers Premium Pants Value pack S5 34/1,Pampers,23.29,,,-7.3,spar,45.7
4015400278818,PEL.PAMPERS PREMIUM CARE 52/1,Pampers,15.99,,Toaletne potrepštine,Pampers premium pelene VP maxi 52/1,Pampers,23.29,,,-7.3,spar,45.7
4015400274780,PEL.PAMPERS PREMIUM CARE 60/1,Pampers,15.99,,Toaletne potrepštine,Pampers premium pelene VP midi 60/1,Pampers,23.29,,,-7.3,spar,45.7
4015400278870,PEL.PAMPERS PREMIUM CARE 44/1,Pampers,15.99,,Toaletne potrepštine,Pampers premium pelene VP junior 44/1,Pampers,23.29,,,-7.3,spar,45.7
3838824433011,ŠAMP.SCHAUMA ZA MUŠ.2x400 ml,Schauma,5.49,,Kozmetika,Schauma Šampon For Men 2x400ml XXL,Schauma,7.99,,,-2.5,spar,45.5
3838824432991,ŠAMPON SCHAUMA R&C 2x400 ml,Schauma,5.49,,Kozmetika,Schauma Šampon Repair&Care 2x400ml XXL,Schauma,7.99,,,-2.5,spar,45.5
8001841078052,VL.MAR.PAMPERS FRESH 4X80,Pampers,7.49,,Toaletne potrepštine,Pampers Maramice vlaž.fresh clean4x80kom,Pampers,10.89,,,-3.4,spar,45.4
7891024132074,ZUBNA PASTA COLGATE 100 ml,Colgate,1.85,,Kozmetika,Colgate zubna pasta triple action 100ml,Colgate,2.69,,,-0.84,spar,45.4
